"ALH","Albany Airport","Albany","Australia",,,
"ALI","Alice International","Alice","TX",,,
"ALJ","Alexander Bay Airport","Alexander Bay","South Africa",,,
"ALK","Asela Airport","Asela","Ethiopia",,,
"ALM","Alamogordo White Sands Regional","Alamogordo","NM",,,
"ALN","St. Louis Regional","Alton","IL",,,
"ALO","Waterloo Regional","Waterloo","IA",,,
"ALP","Aleppo International","Aleppo","Syria",,,
"ALQ","Alegrete Airport","Alegrete","Brazil",,,
"ALR","Alexandra Airport","Alexandra","New Zealand",,,
"ALS","San Luis Valley Regional/Bergman Field","Alamosa","CO",,,
"ALT","Alenquer Airport","Alenquer","Brazil",,,
"ALU","Alula Airport","Alula","Somalia",,,
"ALW","Walla Walla Regional","Walla Walla","WA",,,
"ALX","Thomas C. Russell Field","Alexander City","AL",,,
"ALY","Alexandria International","Alexandria","Egypt",,,
"ALZ","Alitak Seaplane Base","Lazy Bay","AK",,,
"AMA","Rick Husband Amarillo International","Amarillo","TX",,,
"AMD","Ahmedabad International","Ahmedabad","India",,,
"AMF","Ama Airport","Ama","Papua New Guinea",,,
"AMG","Amboin Airport","Amboin","Papua New Guinea",,,
"AMH","Arba Minch Airport","Arba Minch","Ethiopia",,,
"AMI","Selaparang","Mataram","Indonesia",,,
"AMK","Animas Air Park","Durango","CO",,,
"AML","Puerto Armuelles Airport","Puerto Armuelles","Panama",,,
"AMM","Queen Alia International","Amman","Jordan",,,
"AMN","Gratiot Community","Alma","MI",,,
"AMO","Mao Airport","Mao","Chad",,,
"AMP","Ampanihy Airport","Ampanihy","Madagascar",,,
"AMQ","Pattimura","Ambon","Indonesia",,,
"AMS","Schiphol","Amsterdam","Netherlands",,,
"AMW","Ames Municipal","Ames","IA",,,
"AMX","Ammaroo Station","Ammaroo","Australia",,,
"AMY","Ambatomainty Airport","Ambatomainty","Madagascar",,,
"ANA","Anaheim-Disneyland HP","Anaheim","CA",,,
"ANB","Anniston Regional","Anniston","AL",,,
"ANC","Ted Stevens Anchorage International","Anchorage","AK",,,
"AND","Anderson Regional","Anderson","SC",,,
"ANE","Angers Marce","Angers","France",,,
"ANF","Andres Sabella International","Antofagasta","Chile",,,
"ANG","Angouleme Brie Champniers","Angouleme","France",,,
"ANI","Aniak Airport","Aniak","AK",,,
"ANK","Etimesgut","Ankara","Turkey",,,
"ANM","Antsirabato","Antalaha","Madagascar",,,
"ANN","Annette Island","Annette","AK",,,
"ANO","Angoche Airport","Angoche","Mozambique",,,
"ANP","Lee","Annapolis","MD",,,
"ANR","Deurne","Antwerp","Belgium",,,
"ANS","Andahuaylas Airport","Andahuaylas","Peru",,,
"ANU","V C Bird International","St. Johns","Antigua and Barbuda",,,
"ANV","Anvik Airport","Anvik","AK",,,
"ANX","Andoya","Andeness","Norway",,,
"AOH","Lima Allen County","Lima","OH",,,
"AOI","Ancona Falconara","Ancona","Italy",,,
"AOJ","Aomori Airport","Aomori","Japan",,,
"AOK","Karpathos Airport","Karpathos","Greece",,,
"AOL","Paso de Los Libres Airport","Paso de Los Libres","Argentina",,,
"AOO","Altoona-Blair County","Altoona","PA",,,
"AOR","Sultan Abdul Halim","Alor Setar","Malaysia",,,
"AOS","Amook Bay Airport","Amook Bay","AK",,,
"APA","Centennial","Denver","CO",,,
"APB","Apolo Airport","Apolo","Bolivia",,,
"APC","Napa County","Napa","CA",,,
"APE","San Juan Aposento Airport","San Juan Aposento","Peru",,,
"APF","Naples Municipal","Naples","FL",,,
"APG","Phillips AAF","Aberdeen","MD",,,
"APH","A P Hill AAF","Fort A P Hill","VA",,,
"API","Gomez Nino Apiay AB","Villavicencio","Colombia",,,
"APK","Apataki Airport","Apataki","French Polynesia",,,
"APL","Nampula Airport","Nampula","Mozambique",,,
"APN","Alpena County Regional","Alpena","MI",,,
"APO","Apartado Airport","Apartado","Colombia",,,
"APR","April River Airport","April River","Papua New Guinea",,,
"APT","Marion County Brown Field","Jasper","TN",,,
"APV","Apple Valley Airport","Apple Valley","CA",,,
"APW","Faleolo International","Apia","Samoa",,,
"AQ1","McMurdo Station Phoenix Field","McMurdo Station","Antarctica",,,
"AQ2","Mario Zucchelli","Terra Nova Bay","Antarctica",,,
"AQI","Hafr Al Batin","Qaisumah","Saudi Arabia",,,
"AQJ","King Hussein International","Aqaba","Jordan",,,
"AQP","Rodriguez Ballon International","Arequipa","Peru",,,
"AQS","Saqani Airport","Saqani","Fiji",,,
"AQY","Girdwood Airport","Girdwood","AK",,,
"AR1","Russellville Regional","Russellville","AR",,,
"AR2","Dennis F Cantrell Field","Conway","AR",,,
"AR3","Bentonville Municipal Louise M Thaden Field","Bentonville","AR",,,
"ARA","Acadiana Regional","New Iberia","LA",,,
"ARB","Ann Arbor Municipal","Ann Arbor","MI",,,
"ARC","Arctic Village Airport","Arctic Village","AK",,,
"ARD","Arcadia Municipal","Alor","Indonesia",,,
"ARE","Antonio/Nery/Juarbe Pol","Arecibo","PR",,,
"ARG","Walnut Ridge Regional","Walnut Ridge","AR",,,
"ARH","Talagi","Arkhangelsk","Russia",,,
"ARI","Chacalluta","Arica","Chile",,,
"ARK","Arusha Airport","Arusha","Tanzania",,,
"ARM","Armidale Airport","Armidale","Australia",,,
"ARN","Arlanda","Stockholm","Sweden",,,
"ARP","Aragip Airport","Aragip","Papua New Guinea",,,
"ARQ","Arauquita Airport","Arauquita","Colombia",,,
"ARS","Aragarcas Airport","Aragarcas","Brazil",,,
"ART","Watertown International","Watertown","NY",,,
"ARU","Aracatuba Airport","Aracatuba","Brazil",,,
"ARV","Lakeland/Noble F. Lee Memorial Field","Minocqua/Woodruff","WI",,,
"ARW","Arad International","Arad","Romania",,,
"ARX","Asbury Park/Monmouth County","Asbury Park","NJ",,,
"ARY","Ararat Airport","Ararat","Australia",,,
"ARZ","","","Angola",,,
"ASA","Assab International","Assab","Eritrea",,,
"ASB","Ashgabat Airport","Ashgabat","Turkmenistan",,,
"ASC","Ascension Airport","Ascension","Bolivia",,,
"ASD","Fresh Creek","Andros Town","The Bahamas",,,
"ASE","Aspen Pitkin County Sardy Field","Aspen","CO",,,
"ASF","Narimanova","Astrakhan","Russia",,,
"ASG","Ashburton Airport","Ashburton","New Zealand",,,
"ASH","Boire Field","Nashua","NH",,,
"ASI","","Ascension Island, Saint Helena, Ascension, and Tristan da Cunha","Ascension Aux Af",,,
"ASJ","Amami","Amami O Shima","Japan",,,
"ASK","Yamoussoukro Airport","Yamoussoukro","Cote",,,
"ASL","Harrison County","Marshall","TX",,,
"ASM","Asmara International","Asmara","Eritrea",,,
"ASN","Talladega Municipal","Talladega","AL",,,
"ASO","Asosa Hidase","Asosa","Ethiopia",,,
"ASP","Alice Springs Airport","Alice Springs","Australia",,,
"ASQ","Austin Airport","Austin","NV",,,
"ASR","Kayseri Airport","Kayseri","Turkey",,,
"AST","Astoria Regional","Astoria/Seaside","OR",,,
"ASU","Silvio Pettirossi International","Asuncion","Paraguay",,,
"ASW","Aswan International","Aswan","Egypt",,,
"ASX","John F Kennedy Memorial","Ashland","WI",,,
"ASY","Ashley Municipal","Ashley","ND",,,
"ATA","Anta Huaraz","Anta","Peru",,,
"ATB","Atbara Airport","Atbara","Sudan",,,
"ATC","","","The Bahamas",,,
"ATE","Antlers Municipal","Antlers","OK",,,
"ATH","Eleftherios Venizelos International","Athens","Greece",,,
"ATI","Artigas International","Artigas","Uruguay",,,
"ATK","Atqasuk Edward Burnell Sr. Memorial","Atqasuk","AK",,,
"ATL","Hartsfield-Jackson Atlanta International","Atlanta","GA",,,
"ATM","Altamira Airport","Altamira","Brazil",,,
"ATN","Namatanai Airport","Namatanai","Papua New Guinea",,,
"ATO","Ohio University","Athens","OH",,,
"ATP","Aitape Airport","Aitape","Papua New Guinea",,,
"ATQ","Amritsar International","Amritsar","India",,,
"ATR","Atar Airport","Atar","Mauritania",,,
"ATS","Artesia Municipal","Artesia","NM",,,
"ATT","Atmautluak Airport","Atmautluak","AK",,,
"ATU","Casco Cove CGS","Attu","AK",,,
"ATV","Ati Airport","Ati","Chad",,,
"ATW","Appleton International","Appleton","WI",,,
"ATY","Watertown Regional","Watertown","SD",,,
"ATZ","Assiut Airport","Assiut","Egypt",,,
"AU1","Scherger","Weipa","Australia",,,
"AUA","Reina Beatrix International","Aruba","Aruba",,,
"AUC","Santiago Perez","Arauca","Colombia",,,
"AUD","Augustus Downs Airport","Augustus Downs","Australia",,,
"AUG","Augusta State","Augusta/Waterville","ME",,,
"AUH","Abu Dhabi International","Abu Dhabi","United Arab Emirates",,,
"AUI","Aua Island Airport","Aua Island","Papua New Guinea",,,
"AUK","Alakanuk Airport","Alakanuk","AK",,,
"AUM","Austin Municipal","Austin/Albert Lea","MN",,,
"AUN","Auburn Municipal","Auburn","CA",,,
"AUO","Auburn University Regional","Auburn","AL",,,
"AUP","Aguan Papua N.G.","Aguan","Papua New Guinea",,,
"AUQ","Hiva Oa/Atuona","Atuona","French Polynesia",,,
"AUR","Aurillac Airport","Aurillac","France",,,
"AUS","Austin - Bergstrom International","Austin","TX",,,
"AUW","Wausau Downtown","Wausau","WI",,,
"AUX","Araguaina Airport","Araguaina","Brazil",,,
"AUY","Aneityum Airport","Aneityum","Vanuatu",,,
"AUZ","Aurora Municipal","Aurora","IL",,,
"AVB","Aviano AB","Aviano","Italy",,,
"AVI","Maximo Gomez","Ciego de Avila","Cuba",,,
"AVL","Asheville Regional","Asheville","NC",,,
"AVN","Avignon Caumont","Avignon","France",,,
"AVO","Avon Park Executive","Avon Park","FL",,,
"AVP","Wilkes Barre Scranton International","Scranton/Wilkes-Barre","PA",,,
"AVV","Avalon Airport","Avalon","Australia",,,
"AVW","Marana Regional","Tucson","AZ",,,
"AVX","Catalina","Avalon","CA",,,
"AWA","Lake Awasa","Awasa","Ethiopia",,,
"AWK","Wake Island Airfield","Wake Island","TT",,,
"AWM","West Memphis Municipal","West Memphis","AR",,,
"AWR","Awar Airport","Awar","Papua New Guinea",,,
"AWX","Andrews County","Andrews","TX",,,
"AWZ","Ahwaz Airport","Ahwaz","Iran",,,
"AXA","Clayton J Lloyd","The Valley","Anguilla",,,
"AXB","Maxson Airfield","Alexandria Bay","NY",,,
"AXC","Aramac Airport","Aramac","Australia",,,
"AXD","Dimokritos","Alexandroupolis","Greece",,,
"AXM","El Eden","Armenia","Colombia",,,
"AXN","Chandler Field","Alexandria","MN",,,
"AXP","Spring Point Airport","Spring Point","The Bahamas",,,
"AXS","Altus/Quartz Mountain Regional","Altus","OK",,,
"AXT","Akita Airport","Akita","Japan",,,
"AXU","Axum Atse Yohannes IV","Axum","Ethiopia",,,
"AXV","Neil Armstrong","Wapakoneta","OH",,,
"AXX","Angel Fire","Eagle Nest","NM",,,
"AYL","Anthony Lagoon Airport","Anthony Lagoon","Australia",,,
"AYP","Coronel FAP Alfredo Mendivil Duarte","Ayacucho","Peru",,,
"AYQ","Ayers Rock Connellan","Ayers Rock","Australia",,,
"AYR","Ayr Airport","Ayr","Australia",,,
"AYS","Waycross-Ware County","Waycross","GA",,,
"AYT","Antalya Airport","Antalya","Turkey",,,
"AYW","Ayawasi Airport","Ayawasi","Indonesia",,,
"AZ1","Valle","Grand Canyon","AZ",,,
"AZ2","H. A. Clark Memorial Field","Williams","AZ",,,
"AZ3","Glendale Municipal","Glendale","AZ",,,
"AZ4","Sheepy Hollow Ranch","Salome","AZ",,,
"AZ5","Springerville Municipal","Springerville","AZ",,,
"AZ6","Gila Bend Municipal","Gila Bend","AZ",,,
"AZ7","Colorado City Municipal","Colorado City","AZ",,,
